16552	13335	2	
16552	15399	2	
16552	62597	2	
16552	21859	2	
16552	44444	2	
16552	9680	2	
16552	8038	2	
16552	6083	2	
16552	16376	2	
16552	2914	3	
16552	6453	3	
16552	37271	3	
27306	33422	3	
44715	8641	3	
37549	16552	2	
37549	37271	3	
174	8641	1	
174	41421	1	
174	57910	1	
174	33422	1	
174	25472	1	
174	9680	1	
174	34727	1	
174	26651	1	
174	60169	1	
174	60447	1	
174	60458	1	
174	36145	1	
174	44444	1	
174	12033	1	
174	44981	1	
174	61373	1	
174	37271	1	
174	20994	1	
174	54113	1	
174	13335	1	
174	62597	1	
174	21859	1	
174	22006	1	
174	46657	1	
174	22436	1	
174	6200	1	
174	47223	1	
174	47264	1	
174	47549	1	
174	47608	1	
174	14860	1	
174	39560	1	
174	15133	1	
174	15231	1	
174	23423	1	
174	31676	1	
174	56302	1	
174	40211	1	
174	48588	1	
174	7810	1	
174	40614	1	
174	16376	1	
174	12956	2	
174	701	2	
174	1239	2	
174	2828	2	
174	286	2	
174	6453	2	
174	2914	2	
174	7018	2	
174	5511	2	
26287	701	3	
40626	33422	3	
59575	8641	3	
42680	25472	3	
6842	47264	3	
701	14495	1	
701	16793	1	
701	23057	1	
701	36576	1	
701	15133	1	
701	33619	1	
701	54113	1	
701	9680	1	
701	3680	1	
701	26287	1	
701	26507	1	
701	5511	2	
701	2828	2	
701	13335	2	
701	286	2	
701	12956	2	
701	174	2	
701	6453	2	
701	1239	2	
701	2914	2	
701	7018	2	
34494	47223	3	
51904	8641	3	
43205	12956	3	
43205	2914	3	
25810	33422	3	
7380	13335	3	
1239	54113	1	
1239	9680	1	
1239	5511	2	
1239	2828	2	
1239	286	2	
1239	12956	2	
1239	15133	2	
1239	174	2	
1239	6453	2	
1239	701	2	
1239	2914	2	
1239	7018	2	
47321	8641	3	
47321	21453	3	
36576	701	3	
43234	8641	3	
47335	8641	3	
13547	33422	3	
38638	13335	3	
12033	62920	1	
12033	174	3	
50946	8641	3	
34052	8641	3	
60169	12611	1	
60169	37271	2	
60169	174	3	
2828	62511	1	
2828	25748	1	
2828	40211	1	
2828	46657	1	
2828	5511	2	
2828	286	2	
2828	12956	2	
2828	174	2	
2828	6453	2	
2828	701	2	
2828	1239	2	
2828	2914	2	
2828	7018	2	
38159	2914	3	
59663	8641	3	
37650	16552	2	
37650	37271	3	
40211	2828	3	
40211	174	3	
19225	13335	3	
15133	16552	2	
15133	1239	2	
15133	7018	2	
15133	5511	3	
15133	37271	3	
15133	12956	3	
15133	174	3	
15133	6453	3	
15133	701	3	
15133	2914	3	
286	44074	1	
286	44444	1	
286	61373	1	
286	13335	2	
286	12956	2	
286	174	2	
286	701	2	
286	1239	2	
286	2828	2	
286	6453	2	
286	2914	2	
286	21859	2	
286	7018	2	
286	5511	2	
15135	37271	3	
10019	2914	3	
15139	17232	3	
15139	7018	3	
25379	8641	3	
52016	8641	3	
36145	174	3	
6453	16552	1	
6453	37271	1	
6453	15133	1	
6453	54113	1	
6453	13335	1	
6453	15399	1	
6453	21859	1	
6453	44444	1	
6453	61373	1	
6453	5511	2	
6453	2828	2	
6453	286	2	
6453	12956	2	
6453	174	2	
6453	701	2	
6453	1239	2	
6453	2914	2	
6453	7018	2	
6968	37271	3	
20280	14860	3	
43834	25472	3	
12611	60169	3	
54093	33422	3	
17232	14495	1	
17232	15139	1	
17232	7018	3	
20817	50241	3	
20817	8641	3	
33619	701	3	
33619	7018	3	
33619	13335	3	
54113	16552	2	
54113	5511	3	
54113	37271	3	
54113	12956	3	
54113	174	3	
54113	6453	3	
54113	701	3	
54113	1239	3	
54113	2914	3	
54113	7018	3	
2914	16552	1	
2914	17802	1	
2914	10019	1	
2914	43205	1	
2914	60447	1	
2914	44444	1	
2914	44981	1	
2914	61373	1	
2914	12654	1	
2914	37271	1	
2914	54113	1	
2914	13335	1	
2914	62597	1	
2914	38159	1	
2914	21859	1	
2914	22006	1	
2914	15133	1	
2914	5511	2	
2914	2828	2	
2914	286	2	
2914	12956	2	
2914	174	2	
2914	6453	2	
2914	701	2	
2914	1239	2	
2914	7018	2	
21859	59432	2	
21859	16552	2	
21859	286	2	
21859	37271	3	
21859	12956	3	
21859	174	3	
21859	6453	3	
21859	2914	3	
8038	16552	2	
8038	37271	3	
36198	13335	3	
14697	14860	3	
7018	16539	1	
7018	16793	1	
7018	17232	1	
7018	33619	1	
7018	9680	1	
7018	26507	1	
7018	18943	1	
7018	3709	1	
7018	54113	1	
7018	21651	1	
7018	62920	1	
7018	15139	1	
7018	7810	1	
7018	5511	2	
7018	2828	2	
7018	12956	2	
7018	286	2	
7018	15133	2	
7018	174	2	
7018	6453	2	
7018	701	2	
7018	1239	2	
7018	2914	2	
58219	8641	3	
51054	8641	3	
52078	47223	3	
12654	37271	3	
12654	12956	3	
12654	2914	3	
15231	174	3	
25472	44036	1	
25472	9128	1	
25472	42680	1	
25472	43834	1	
25472	174	3	
23423	174	3	
44927	8641	3	
5511	13335	1	
5511	15133	1	
5511	54113	1	
5511	2828	2	
5511	286	2	
5511	12956	2	
5511	174	2	
5511	6453	2	
5511	701	2	
5511	9680	2	
5511	1239	2	
5511	2914	2	
5511	7018	2	
17802	2914	3	
26507	7018	3	
26507	701	3	
42892	8641	3	
50577	8641	3	
37271	62597	1	
37271	37650	1	
37271	13335	1	
37271	44444	1	
37271	15133	1	
37271	15135	1	
37271	15399	1	
37271	16552	1	
37271	37549	1	
37271	36916	1	
37271	6968	1	
37271	6083	1	
37271	54113	1	
37271	21859	1	
37271	8038	1	
37271	12654	1	
37271	60169	2	
37271	2914	3	
37271	174	3	
37271	6453	3	
16793	7018	3	
16793	701	3	
64409	8641	3	
44444	16552	2	
44444	37271	3	
44444	286	3	
44444	174	3	
44444	6453	3	
44444	2914	3	
19869	13335	3	
22436	174	3	
41892	8641	3	
54181	33422	3	
34727	174	3	
9128	25472	3	
8621	47264	3	
44981	2914	3	
44981	174	3	
31676	174	3	
61373	2914	3	
61373	174	3	
61373	6453	3	
61373	286	3	
47549	174	3	
8641	50946	1	
8641	34052	1	
8641	29319	1	
8641	28809	1	
8641	42892	1	
8641	42511	1	
8641	50577	1	
8641	59663	1	
8641	64409	1	
8641	25379	1	
8641	41892	1	
8641	21030	1	
8641	44715	1	
8641	52016	1	
8641	50740	1	
8641	59575	1	
8641	50241	1	
8641	51904	1	
8641	59459	1	
8641	21453	1	
8641	20817	1	
8641	47321	1	
8641	35810	1	
8641	43234	1	
8641	47335	1	
8641	58219	1	
8641	57452	1	
8641	51054	1	
8641	42484	1	
8641	50299	1	
8641	44927	1	
8641	174	3	
6083	16552	2	
6083	37271	3	
48582	13335	3	
62920	12033	3	
62920	7018	3	
48588	174	3	
41421	174	3	
41421	47223	3	
21453	47321	1	
21453	8641	3	
9680	16552	2	
9680	5511	2	
9680	7018	3	
9680	174	3	
9680	1239	3	
9680	701	3	
47059	33422	3	
16376	16552	2	
16376	47264	3	
16376	174	3	
35810	8641	3	
56302	174	3	
42484	8641	3	
49140	29319	3	
22006	2914	3	
22006	174	3	
47608	174	3	
63481	18943	3	
18943	35894	1	
18943	63481	1	
18943	20030	1	
18943	7018	3	
